id,dataTaskId,providingCompanyCustomerId,companyCustomerId,companyCustomerScheme,dateEnd,state
101595,159,2534042101,,,2023-12-26T15:00:20.7832548,Failed
101599,159,2534042201,,,2023-12-26T15:00:20.7832548,Failed
101604,159,2534042401,,,2023-12-26T15:00:20.7832548,Failed
101610,159,2534042501,,,2023-12-26T15:00:20.7832548,Failed
101616,159,2534030601,,,2023-12-26T15:00:20.7832548,Failed
101621,159,2534029801,,,2023-12-26T15:00:20.7832548,Failed
101626,159,2534015101,,,2023-12-26T15:00:20.7832548,Failed
101630,159,2534029601,,,2023-12-26T15:00:20.7832548,Failed
101635,159,2534019801,,,2023-12-26T15:00:20.7832548,Failed
101640,159,2534019901,,,2023-12-26T15:00:20.7832548,Failed
101644,159,2534021101,,,2023-12-26T15:00:20.7832548,Failed
101650,159,2534021201,,,2023-12-26T15:00:20.7832548,Failed
101656,159,2534021301,,,2023-12-26T15:00:20.7832548,Failed
101661,159,2534021401,,,2023-12-26T15:00:20.7832548,Failed
101665,159,2534021701,,,2023-12-26T15:00:20.7832548,Failed
101670,159,2534021801,,,2023-12-26T15:00:20.7832548,Failed
101674,159,2534021901,,,2023-12-26T15:00:20.7832548,Failed
101679,159,2534022101,,,2023-12-26T15:00:20.7832548,Failed
101684,159,2534022201,,,2023-12-26T15:00:20.7832548,Failed
101688,159,2534028401,,,2023-12-26T15:00:20.7832548,Failed
101694,159,2534028501,,,2023-12-26T15:00:20.7832548,Failed
101698,159,2534028801,,,2023-12-26T15:00:20.7832548,Failed
101703,159,2534029101,,,2023-12-26T15:00:20.7832548,Failed
101708,159,2534029201,,,2023-12-26T15:00:20.7832548,Failed
101712,159,2534029301,,,2023-12-26T15:00:20.7832548,Failed
101717,159,2534029401,,,2023-12-26T15:00:20.7832548,Failed
101721,159,2534027001,,,2023-12-26T15:00:20.7832548,Failed
101726,159,2534026701,,,2023-12-26T15:00:20.7832548,Failed
101731,159,2534023801,,,2023-12-26T15:00:20.7832548,Failed
101735,159,2534024901,,,2023-12-26T15:00:20.7832548,Failed
101741,159,2534023901,,,2023-12-26T15:00:20.7832548,Failed
101745,159,2534024001,,,2023-12-26T15:00:20.7832548,Failed
101751,159,2534024101,,,2023-12-26T15:00:20.7832548,Failed
101756,159,2534024201,,,2023-12-26T15:00:20.7832548,Failed
101761,159,2534024301,,,2023-12-26T15:00:20.7832548,Failed
101766,159,2534024401,,,2023-12-26T15:00:20.7832548,Failed
101771,159,2534024701,,,2023-12-26T15:00:20.7832548,Failed
101775,159,2534024801,,,2023-12-26T15:00:20.7832548,Failed
101780,159,2534025101,,,2023-12-26T15:00:20.7832548,Failed
101785,159,2534026601,,,2023-12-26T15:00:20.7832548,Failed
101818,159,4040273001,,,2023-12-26T15:00:20.7832548,Failed
101828,159,0130007167,,,2023-12-26T15:00:20.7832548,Failed
101837,159,0130007166,,,2023-12-26T15:00:20.7832548,Failed
101842,159,0100008410,,,2023-12-26T15:00:20.7832548,Failed
102195,159,2531105801,,,2023-12-26T15:00:20.7832548,Failed
102199,159,2531021001,,,2023-12-26T15:00:20.7832548,Failed
102205,159,2531022101,,,2023-12-26T15:00:20.7832548,Failed
102210,159,2531060201,,,2023-12-26T15:00:20.7832548,Failed
102214,159,2531060301,,,2023-12-26T15:00:20.7832548,Failed
102220,159,2531061701,,,2023-12-26T15:00:20.7832548,Failed
102225,159,2531072901,,,2023-12-26T15:00:20.7832548,Failed
102230,159,2531083001,,,2023-12-26T15:00:20.7832548,Failed
102235,159,2531105701,,,2023-12-26T15:00:20.7832548,Failed
102240,159,2531131101,,,2023-12-26T15:00:20.7832548,Failed
102245,159,2531007101,,,2023-12-26T15:00:20.7832548,Failed
102250,159,2531133701,,,2023-12-26T15:00:20.7832548,Failed
102255,159,2531146101,,,2023-12-26T15:00:20.7832548,Failed
102259,159,2531146201,,,2023-12-26T15:00:20.7832548,Failed
102265,159,2531151801,,,2023-12-26T15:00:20.7832548,Failed
102273,159,2531169201,,,2023-12-26T15:00:20.7832548,Failed
102280,159,2531171801,,,2023-12-26T15:00:20.7832548,Failed
102286,159,2531177101,,,2023-12-26T15:00:20.7832548,Failed
102291,159,2531192301,,,2023-12-26T15:00:20.7832548,Failed
102296,159,2531020901,,,2023-12-26T15:00:20.7832548,Failed
102300,159,2531000901,,,2023-12-26T15:00:20.7832548,Failed
102305,159,2530714601,,,2023-12-26T15:00:20.7832548,Failed
102310,159,2530837701,,,2023-12-26T15:00:20.7832548,Failed
102314,159,2530719701,,,2023-12-26T15:00:20.7832548,Failed
102319,159,2530727601,,,2023-12-26T15:00:20.7832548,Failed
102324,159,2530735501,,,2023-12-26T15:00:20.7832548,Failed
102329,159,2534028001,,,2023-12-26T15:00:20.7832548,Failed
102340,159,2534027101,,,2023-12-26T15:00:20.7832548,Failed
102345,159,2534027201,,,2023-12-26T15:00:20.7832548,Failed
102350,159,2534027301,,,2023-12-26T15:00:20.7832548,Failed
102356,159,2534027501,,,2023-12-26T15:00:20.7832548,Failed
102360,159,2534027601,,,2023-12-26T15:00:20.7832548,Failed
102365,159,2534027701,,,2023-12-26T15:00:20.7832548,Failed
102369,159,2534027801,,,2023-12-26T15:00:20.7832548,Failed
102373,159,2534027901,,,2023-12-26T15:00:20.7832548,Failed
102378,159,2534028101,,,2023-12-26T15:00:20.7832548,Failed
102383,159,2534026801,,,2023-12-26T15:00:20.7832548,Failed
102388,159,2534028201,,,2023-12-26T15:00:20.7832548,Failed
102392,159,2530786501,,,2023-12-26T15:00:20.7832548,Failed
102397,159,2530790201,,,2023-12-26T15:00:20.7832548,Failed
102401,159,2530801601,,,2023-12-26T15:00:20.7832548,Failed
102406,159,2530803901,,,2023-12-26T15:00:20.7832548,Failed
102411,159,2530808001,,,2023-12-26T15:00:20.7832548,Failed
102415,159,2530898001,,,2023-12-26T15:00:20.7832548,Failed
102421,159,2531000501,,,2023-12-26T15:00:20.7832548,Failed
102426,159,2530898301,,,2023-12-26T15:00:20.7832548,Failed
102431,159,2530951901,,,2023-12-26T15:00:20.7832548,Failed
102436,159,2530952101,,,2023-12-26T15:00:20.7832548,Failed
102440,159,2530953901,,,2023-12-26T15:00:20.7832548,Failed
102444,159,2530957601,,,2023-12-26T15:00:20.7832548,Failed
102451,159,2530957801,,,2023-12-26T15:00:20.7832548,Failed
102455,159,2530966601,,,2023-12-26T15:00:20.7832548,Failed
102460,159,2530998701,,,2023-12-26T15:00:20.7832548,Failed
102464,159,2534014701,,,2023-12-26T15:00:20.7832548,Failed
102469,159,2534014901,,,2023-12-26T15:00:20.7832548,Failed
102473,159,2530126201,,,2023-12-26T15:00:20.7832548,Failed
102478,159,2534030501,,,2023-12-26T15:00:20.7832548,Failed
102483,159,2534035001,,,2023-12-26T15:00:20.7832548,Failed
102488,159,2534035301,,,2023-12-26T15:00:20.7832548,Failed
102493,159,2534035501,,,2023-12-26T15:00:20.7832548,Failed
102497,159,2534035601,,,2023-12-26T15:00:20.7832548,Failed
102502,159,2534036301,,,2023-12-26T15:00:20.7832548,Failed
102505,159,2534036401,,,2023-12-26T15:00:20.7832548,Failed
102509,159,2534036701,,,2023-12-26T15:00:20.7832548,Failed
102513,159,2534037101,,,2023-12-26T15:00:20.7832548,Failed
102519,159,2534037301,,,2023-12-26T15:00:20.7832548,Failed
102525,159,2534037401,,,2023-12-26T15:00:20.7832548,Failed
102528,159,2534037501,,,2023-12-26T15:00:20.7832548,Failed
102533,159,2534037601,,,2023-12-26T15:00:20.7832548,Failed
102539,159,2534037701,,,2023-12-26T15:00:20.7832548,Failed
102543,159,2534037801,,,2023-12-26T15:00:20.7832548,Failed
102549,159,2534037901,,,2023-12-26T15:00:20.7832548,Failed
102554,159,2534038201,,,2023-12-26T15:00:20.7832548,Failed
102558,159,2534038301,,,2023-12-26T15:00:20.7832548,Failed
102564,159,2534038401,,,2023-12-26T15:00:20.7832548,Failed
102568,159,2534038501,,,2023-12-26T15:00:20.7832548,Failed
102574,159,2534034801,,,2023-12-26T15:00:20.7832548,Failed
102578,159,2534033901,,,2023-12-26T15:00:20.7832548,Failed
102583,159,2534033801,,,2023-12-26T15:00:20.7832548,Failed
102588,159,2534031701,,,2023-12-26T15:00:20.7832548,Failed
102592,159,2534030801,,,2023-12-26T15:00:20.7832548,Failed
102597,159,2534030901,,,2023-12-26T15:00:20.7832548,Failed
102601,159,2534031001,,,2023-12-26T15:00:20.7832548,Failed
102607,159,2534031101,,,2023-12-26T15:00:20.7832548,Failed
102612,159,2534031201,,,2023-12-26T15:00:20.7832548,Failed
102616,159,2534031301,,,2023-12-26T15:00:20.7832548,Failed
102621,159,2534031401,,,2023-12-26T15:00:20.7832548,Failed
102625,159,2534031501,,,2023-12-26T15:00:20.7832548,Failed
102630,159,2534031801,,,2023-12-26T15:00:20.7832548,Failed
102635,159,2534033501,,,2023-12-26T15:00:20.7832548,Failed
102641,159,2534031901,,,2023-12-26T15:00:20.7832548,Failed
102645,159,2534032201,,,2023-12-26T15:00:20.7832548,Failed
102650,159,2534032401,,,2023-12-26T15:00:20.7832548,Failed
102654,159,2534032601,,,2023-12-26T15:00:20.7832548,Failed
102659,159,4528021001,,,2023-12-26T15:00:20.7832548,Failed
102663,159,4528020001,,,2023-12-26T15:00:20.7832548,Failed
102668,159,0420006300,,,2023-12-26T15:00:20.7832548,Failed
102673,159,0420006301,,,2023-12-26T15:00:20.7832548,Failed
102677,159,4006981001,,,2023-12-26T15:00:20.7832548,Failed
102682,159,4154486001,,,2023-12-26T15:00:20.7832548,Failed
102687,159,0770004147,,,2023-12-26T15:00:20.7832548,Failed
102691,159,4522036001,,,2023-12-26T15:00:20.7832548,Failed
102697,159,3838512001,,,2023-12-26T15:00:20.7832548,Failed
102702,159,3838511001,,,2023-12-26T15:00:20.7832548,Failed
102706,159,3950003570,,,2023-12-26T15:00:20.7832548,Failed
102711,159,4518799001,,,2023-12-26T15:00:20.7832548,Failed
102715,159,3838511002,,,2023-12-26T15:00:20.7832548,Failed
102721,159,3950003569,,,2023-12-26T15:00:20.7832548,Failed
102726,159,3838510002,,,2023-12-26T15:00:20.7832548,Failed
102742,159,3838510001,,,2023-12-26T15:00:20.7832548,Failed
102752,159,3820737001,,,2023-12-26T15:00:20.7832548,Failed
102756,159,4520444001,,,2023-12-26T15:00:20.7832548,Failed
102761,159,4520444004,,,2023-12-26T15:00:20.7832548,Failed
102766,159,4520444002,,,2023-12-26T15:00:20.7832548,Failed
102775,159,4520444003,,,2023-12-26T15:00:20.7832548,Failed
102868,159,2534014201,,,2023-12-26T15:00:20.7832548,Failed
102873,159,2534014301,,,2023-12-26T15:00:20.7832548,Failed
102879,159,2534014601,,,2023-12-26T15:00:20.7832548,Failed
102884,159,2534011001,,,2023-12-26T15:00:20.7832548,Failed
102888,159,2534010501,,,2023-12-26T15:00:20.7832548,Failed
102894,159,2534005001,,,2023-12-26T15:00:20.7832548,Failed
102899,159,2534006801,,,2023-12-26T15:00:20.7832548,Failed
102903,159,2534005101,,,2023-12-26T15:00:20.7832548,Failed
102909,159,2534005401,,,2023-12-26T15:00:20.7832548,Failed
102914,159,2534005701,,,2023-12-26T15:00:20.7832548,Failed
102918,159,2534005801,,,2023-12-26T15:00:20.7832548,Failed
102923,159,2534006101,,,2023-12-26T15:00:20.7832548,Failed
102927,159,2534006201,,,2023-12-26T15:00:20.7832548,Failed
102932,159,2534006401,,,2023-12-26T15:00:20.7832548,Failed
102937,159,2534006601,,,2023-12-26T15:00:20.7832548,Failed
102941,159,2534007001,,,2023-12-26T15:00:20.7832548,Failed
102946,159,2534010101,,,2023-12-26T15:00:20.7832548,Failed
102950,159,2534007101,,,2023-12-26T15:00:20.7832548,Failed
102956,159,2534007301,,,2023-12-26T15:00:20.7832548,Failed
102960,159,2534007401,,,2023-12-26T15:00:20.7832548,Failed
102965,159,2534007601,,,2023-12-26T15:00:20.7832548,Failed
102970,159,2534007701,,,2023-12-26T15:00:20.7832548,Failed
102974,159,2534008201,,,2023-12-26T15:00:20.7832548,Failed
102978,159,2534008701,,,2023-12-26T15:00:20.7832548,Failed
102983,159,2534009101,,,2023-12-26T15:00:20.7832548,Failed
102987,159,2531331201,,,2023-12-26T15:00:20.7832548,Failed
102993,159,2531245501,,,2023-12-26T15:00:20.7832548,Failed
102998,159,2534014801,,,2023-12-26T15:00:20.7832548,Failed
103003,159,2531195101,,,2023-12-26T15:00:20.7832548,Failed
103008,159,2530449901,,,2023-12-26T15:00:20.7832548,Failed
103013,159,2530450701,,,2023-12-26T15:00:20.7832548,Failed
103017,159,2530450801,,,2023-12-26T15:00:20.7832548,Failed
103022,159,2530450901,,,2023-12-26T15:00:20.7832548,Failed
103026,159,2530454701,,,2023-12-26T15:00:20.7832548,Failed
103030,159,2530463701,,,2023-12-26T15:00:20.7832548,Failed
103036,159,2530464901,,,2023-12-26T15:00:20.7832548,Failed
103039,159,2530471601,,,2023-12-26T15:00:20.7832548,Failed
103044,159,2530471701,,,2023-12-26T15:00:20.7832548,Failed
103049,159,2530487201,,,2023-12-26T15:00:20.7832548,Failed
103055,159,2530497501,,,2023-12-26T15:00:20.7832548,Failed
103060,159,2530498001,,,2023-12-26T15:00:20.7832548,Failed
103064,159,2530503001,,,2023-12-26T15:00:20.7832548,Failed
103069,159,2530506801,,,2023-12-26T15:00:20.7832548,Failed
103074,159,2530525501,,,2023-12-26T15:00:20.7832548,Failed
103078,159,2530561201,,,2023-12-26T15:00:20.7832548,Failed
103084,159,2530603801,,,2023-12-26T15:00:20.7832548,Failed
103089,159,2530609301,,,2023-12-26T15:00:20.7832548,Failed
103093,159,2530646201,,,2023-12-26T15:00:20.7832548,Failed
103098,159,2530441201,,,2023-12-26T15:00:20.7832548,Failed
103103,159,2530435101,,,2023-12-26T15:00:20.7832548,Failed
103108,159,2530431101,,,2023-12-26T15:00:20.7832548,Failed
103113,159,2530221601,,,2023-12-26T15:00:20.7832548,Failed
103117,159,2530171101,,,2023-12-26T15:00:20.7832548,Failed
103123,159,2530178801,,,2023-12-26T15:00:20.7832548,Failed
103128,159,2530187101,,,2023-12-26T15:00:20.7832548,Failed
103133,159,2530200901,,,2023-12-26T15:00:20.7832548,Failed
103139,159,2530204801,,,2023-12-26T15:00:20.7832548,Failed
103145,159,2530213201,,,2023-12-26T15:00:20.7832548,Failed
103151,159,2530215901,,,2023-12-26T15:00:20.7832548,Failed
103155,159,2530220801,,,2023-12-26T15:00:20.7832548,Failed
103162,159,2530222701,,,2023-12-26T15:00:20.7832548,Failed
103167,159,2530416301,,,2023-12-26T15:00:20.7832548,Failed
103171,159,2530242301,,,2023-12-26T15:00:20.7832548,Failed
103176,159,2530242401,,,2023-12-26T15:00:20.7832548,Failed
103180,159,2530360701,,,2023-12-26T15:00:20.7832548,Failed
103184,159,2530369501,,,2023-12-26T15:00:20.7832548,Failed
103189,159,2530400501,,,2023-12-26T15:00:20.7832548,Failed
103194,159,2530409301,,,2023-12-26T15:00:20.7832548,Failed
103199,159,2530411601,,,2023-12-26T15:00:20.7832548,Failed
103203,159,2530414401,,,2023-12-26T15:00:20.7832548,Failed
103208,159,2530673701,,,2023-12-26T15:00:20.7832548,Failed
103214,159,2530689201,,,2023-12-26T15:00:20.7832548,Failed
103218,159,2530697001,,,2023-12-26T15:00:20.7832548,Failed
103232,159,3851125001,,,2023-12-26T15:00:20.7832548,Failed
103241,159,3851125002,,,2023-12-26T15:00:20.7832548,Failed
103262,159,4538225000,,,2023-12-26T15:00:20.7832548,Failed
103271,159,4152274001,,,2023-12-26T15:00:20.7832548,Failed
103277,159,4152274000,,,2023-12-26T15:00:20.7832548,Failed
103283,159,4507278001,,,2023-12-26T15:00:20.7832548,Failed
103289,159,4538225001,,,2023-12-26T15:00:20.7832548,Failed
103294,159,4539313001,,,2023-12-26T15:00:20.7832548,Failed
103299,159,4524219001,,,2023-12-26T15:00:20.7832548,Failed
103304,159,4524219000,,,2023-12-26T15:00:20.7832548,Failed
103315,159,4155039002,,,2023-12-26T15:00:20.7832548,Failed
103330,159,4155039001,,,2023-12-07T15:00:00.7926169,Failed
103334,159,4155039003,,,2023-12-26T15:00:20.7832548,Failed
103342,159,3821766001,,,2023-12-26T15:00:20.7832548,Failed
103346,159,3840393002,,,2023-12-26T15:00:20.7832548,Failed
103353,159,3840393001,,,2023-12-26T15:00:20.7832548,Failed
103359,159,3950005603,,,2023-12-26T15:00:20.7832548,Failed
103364,159,3950001895,,,2023-12-26T15:00:20.7832548,Failed
103377,159,3887000193,,,2023-12-26T15:00:20.7832548,Failed
103381,159,4519317001,,,2023-12-26T15:00:20.7832548,Failed
103388,159,4521400001,,,2023-12-26T15:00:20.7832548,Failed
103393,159,3821017001,,,2023-12-07T15:00:00.7926169,Failed
103397,159,4576109001,,,2023-12-26T15:00:20.7832548,Failed
103404,159,4576109002,,,2023-12-26T15:00:20.7832548,Failed
103413,159,3950005125,,,2023-12-26T15:00:20.7832548,Failed
103417,159,3950005120,,,2023-12-26T15:00:20.7832548,Failed
103422,159,0800041414,,,2023-12-26T15:00:20.7832548,Failed
103426,159,0250003680,,,2023-12-26T15:00:20.7832548,Failed
103432,159,3950005339,,,2023-12-26T15:00:20.7832548,Failed
103435,159,0650005610,,,2023-12-26T15:00:20.7832548,Failed
103440,159,4508203000,,,2023-12-26T15:00:20.7832548,Failed
103444,159,0770118720,,,2023-12-26T15:00:20.7832548,Failed
103450,159,4529484001,,,2023-12-26T15:00:20.7832548,Failed
103454,159,0110024530,,,2023-12-26T15:00:20.7832548,Failed
103457,159,3950003830,,,2023-12-26T15:00:20.7832548,Failed
103465,159,0100007556,,,2023-12-26T15:00:20.7832548,Failed
103474,159,0100007557,,,2023-12-26T15:00:20.7832548,Failed
103483,159,0100007555,,,2023-12-26T15:00:20.7832548,Failed
103488,159,2823000000,,,2023-12-26T15:00:20.7832548,Failed
103492,159,2823050612,,,2023-12-26T15:00:20.7832548,Failed
103500,159,4017209009,,,2023-12-26T15:00:20.7832548,Failed
103504,159,4017209011,,,2023-12-26T15:00:20.7832548,Failed
103510,159,4017209010,,,2023-12-26T15:00:20.7832548,Failed
103514,159,4017209001,,,2023-12-26T15:00:20.7832548,Failed
103542,159,3950005832,,,2023-12-26T15:00:20.7832548,Failed
103547,159,3820001041,,,2023-12-26T15:00:20.7832548,Failed
103557,159,0800023570,,,2023-12-26T15:00:20.7832548,Failed
103562,159,0330006875,,,2023-12-26T15:00:20.7832548,Failed
103568,159,0110033606,,,2023-12-26T15:00:20.7832548,Failed
103572,159,0110021246,,,2023-12-26T15:00:20.7832548,Failed
103579,159,3835061001,,,2023-12-09T15:00:06.7198179,Failed
103584,159,3831339001,,,2023-12-26T15:00:20.7832548,Failed
103588,159,4510317001,,,2023-12-16T15:00:22.9092699,Failed
103593,159,0248026579,,,2023-12-26T15:00:20.7832548,Failed
103598,159,4369070001,,,2023-12-07T15:00:00.7926169,Failed
103605,159,0110045366,,,2023-12-26T15:00:20.7832548,Failed
103608,159,0800001716,,,2023-12-26T15:00:20.7832548,Failed
103613,159,4208540001,,,2023-12-26T15:00:20.7832548,Failed
103621,159,0260002280,,,2023-12-26T15:00:20.7832548,Failed
104020,159,2500000000,,,2023-12-26T15:00:20.7832548,Failed
104035,159,3821445001,,,2023-12-26T15:00:20.7832548,Failed
104040,159,3821445002,,,2023-12-26T15:00:20.7832548,Failed
104049,159,4023000000,,,2023-12-26T15:00:20.7832548,Failed
104053,159,4337181001,,,2023-12-26T15:00:20.7832548,Failed
104064,159,4337176001,,,2023-12-26T15:00:20.7832548,Failed
104067,159,4337175001,,,2023-12-26T15:00:20.7832548,Failed
104073,159,0770004688,,,2023-12-26T15:00:20.7832548,Failed
104078,159,0800043131,,,2023-12-26T15:00:20.7832548,Failed
104082,159,0260001022,,,2023-12-26T15:00:20.7832548,Failed
104088,159,0260001021,,,2023-12-26T15:00:20.7832548,Failed
104102,159,3836768001,,,2023-12-26T15:00:20.7832548,Failed
104110,159,0330000003,,,2023-12-26T15:00:20.7832548,Failed
104121,159,0330000040,,,2023-12-26T15:00:20.7832548,Failed
104125,159,0330000004,,,2023-12-26T15:00:20.7832548,Failed
104134,159,4529105002,,,2023-12-26T15:00:20.7832548,Failed
104138,159,4529105001,,,2023-12-26T15:00:20.7832548,Failed
104143,159,0100006905,,,2023-12-26T15:00:20.7832548,Failed
104147,159,0260001423,,,2023-12-26T15:00:20.7832548,Failed
104151,159,0248027612,,,2023-12-26T15:00:20.7832548,Failed
104157,159,0248027613,,,2023-12-26T15:00:20.7832548,Failed
104160,159,3838772002,,,2023-12-08T15:00:26.669638,Failed
104166,159,3838772001,,,2023-12-26T15:00:20.7832548,Failed
104183,159,4358121001,,,2023-12-26T15:00:20.7832548,Failed
104188,159,4508654001,,,2023-12-26T15:00:20.7832548,Failed
104204,159,3950000764,,,2023-12-26T15:00:20.7832548,Failed
104208,159,0260004561,,,2023-12-26T15:00:20.7832548,Failed
104213,159,4211512001,,,2023-12-26T15:00:20.7832548,Failed
104218,159,4518700001,,,2023-12-26T15:00:20.7832548,Failed
104228,159,0260000270,,,2023-12-26T15:00:20.7832548,Failed
104233,159,3950005662,,,2023-12-26T15:00:20.7832548,Failed
104237,159,3950000884,,,2023-12-26T15:00:20.7832548,Failed
104241,159,4537165001,,,2023-12-01T15:00:20.3506615,Failed
104256,159,0260005620,,,2023-12-26T15:00:20.7832548,Failed
104261,159,4034553001,,,2023-12-26T15:00:20.7832548,Failed
104265,159,4217296001,,,2023-12-26T15:00:20.7832548,Failed
104270,159,0260002090,,,2023-12-26T15:00:20.7832548,Failed
104275,159,4518215001,,,2023-12-16T15:00:22.9092699,Failed
104279,159,4355451001,,,2023-12-26T15:00:20.7832548,Failed
104284,159,4153838001,,,2023-12-26T15:00:20.7832548,Failed
104288,159,0770019580,,,2023-12-26T15:00:20.7832548,Failed
104293,159,4503149001,,,2023-12-26T15:00:20.7832548,Failed
104298,159,3812594001,,,2023-12-07T15:00:00.7926169,Failed
104303,159,4371754001,,,2023-12-26T15:00:20.7832548,Failed
104307,159,0260000269,,,2023-12-26T15:00:20.7832548,Failed
104311,159,0200005300,,,2023-12-07T00:00:00,Failed
104316,159,0248005822,,,2023-12-26T15:00:20.7832548,Failed
104320,159,0330011182,,,2023-12-26T15:00:20.7832548,Failed
104325,159,0330004280,,,2023-12-26T15:00:20.7832548,Failed
104330,159,0330000026,,,2023-12-26T15:00:20.7832548,Failed
104334,159,4507798001,,,2023-12-26T15:00:20.7832548,Failed
104338,159,4052195001,,,2023-12-26T15:00:20.7832548,Failed
104343,159,4405614001,,,2023-12-26T15:00:20.7832548,Failed
104348,159,0800028943,,,2023-12-26T15:00:20.7832548,Failed
104353,159,0110033833,,,2023-12-14T15:00:16.968424,Failed
104357,159,0248004916,,,2023-12-26T15:00:20.7832548,Failed
104362,159,4534383001,,,2023-12-26T15:00:20.7832548,Failed
104368,159,3950000403,,,2023-12-26T15:00:20.7832548,Failed
104372,159,4050434001,,,2023-12-26T15:00:20.7832548,Failed
104377,159,3821593001,,,2023-12-07T15:00:00.7926169,Failed
104383,159,0130003209,,,2023-12-26T15:00:20.7832548,Failed
104387,159,3950005854,,,2023-12-26T15:00:20.7832548,Failed
104396,159,0110014372,,,2023-12-26T15:00:20.7832548,Failed
104405,159,4308772001,,,2023-12-26T15:00:20.7832548,Failed
104411,159,4384422001,,,2023-12-26T15:00:20.7832548,Failed
104416,159,3815740001,,,2023-12-26T15:00:20.7832548,Failed
104420,159,3950006392,,,2023-12-26T15:00:20.7832548,Failed
104430,159,4021124001,,,2023-12-26T15:00:20.7832548,Failed
104434,159,3950006473,,,2023-12-26T15:00:20.7832548,Failed
